,metric,alpha,mse
0,w_Hengaging,0.0,4.657970121515796
1,w_Hengaging,0.01,4.657971466099547
2,w_Hengaging,0.016838980323928915,4.657973942864261
3,w_Hengaging,0.02835512583496652,4.657981014015349
4,w_Hengaging,0.047747140601752946,4.658001125422416
5,w_Hengaging,0.08040131611167854,4.6580564050218225
6,w_Hengaging,0.13538761800225438,4.658207103482356
7,w_Hengaging,0.2279789435643565,4.6586337657236
8,w_Hengaging,0.38389329449502996,4.659846154977504
9,w_Hengaging,0.6464371632490059,4.6632831137217075
10,w_Hengaging,1.0885342672606435,4.673018865393162
11,w_Hengaging,1.8329807108324356,4.693489978792341
12,w_Hengaging,3.086552612384862,4.726985423111722
13,w_Hengaging,5.197439870872004,4.805352283045149
14,w_Hengaging,8.751958772041732,4.85790192828473
15,w_Hengaging,14.73740615582478,4.9252865625771785
16,w_Hengaging,24.816289228368237,5.01315305694349
17,w_Hengaging,41.78810060294219,5.083333333333334
18,w_Hengaging,70.36690038273056,5.083333333333334
19,w_Hengaging,118.4906851000666,5.083333333333334
20,w_Hengaging,199.52623149688787,5.083333333333334
21,w_Hengaging,0.0,4.657970121515796
22,w_Hengaging,0.01,4.657971466099547
23,w_Hengaging,0.016838980323928915,4.657973942864261
24,w_Hengaging,0.02835512583496652,4.657981014015349
25,w_Hengaging,0.047747140601752946,4.658001125422416
26,w_Hengaging,0.08040131611167854,4.6580564050218225
27,w_Hengaging,0.13538761800225438,4.658207103482356
28,w_Hengaging,0.2279789435643565,4.6586337657236
29,w_Hengaging,0.38389329449502996,4.659846154977504
30,w_Hengaging,0.6464371632490059,4.6632831137217075
31,w_Hengaging,1.0885342672606435,4.673018865393162
32,w_Hengaging,1.8329807108324356,4.693489978792341
33,w_Hengaging,3.086552612384862,4.726985423111722
34,w_Hengaging,5.197439870872004,4.805352283045149
35,w_Hengaging,8.751958772041732,4.85790192828473
36,w_Hengaging,14.73740615582478,4.9252865625771785
37,w_Hengaging,24.816289228368237,5.01315305694349
38,w_Hengaging,41.78810060294219,5.083333333333334
39,w_Hengaging,70.36690038273056,5.083333333333334
40,w_Hengaging,118.4906851000666,5.083333333333334
41,w_Hengaging,199.52623149688787,5.083333333333334
42,w_Hengaging,0.0,4.657970121515796
43,w_Hengaging,0.01,4.657971466099547
44,w_Hengaging,0.016838980323928915,4.657973942864261
45,w_Hengaging,0.02835512583496652,4.657981014015349
46,w_Hengaging,0.047747140601752946,4.658001125422416
47,w_Hengaging,0.08040131611167854,4.6580564050218225
48,w_Hengaging,0.13538761800225438,4.658207103482356
